Sample,Temperature,Absorbance,Pathlength
4,35.68,0.583831787,1
4,36.17,0.585617065,1
4,36.68,0.587768555,1
4,37.18,0.589096069,1
4,37.68,0.591049194,1
4,38.19,0.592300415,1
4,38.69,0.59324646,1
4,39.19,0.59526062,1
4,39.7,0.596847534,1
4,40.2,0.598587036,1
4,40.69,0.600143433,1
4,41.19,0.60105896,1
4,41.7,0.60256958,1
4,42.2,0.603134155,1
4,42.71,0.603881836,1
4,43.21,0.605285645,1
4,43.71,0.60559082,1
4,44.21,0.608734131,1
4,44.71,0.60824585,1
4,45.22,0.609115601,1
4,45.72,0.610458374,1
4,46.22,0.610031128,1
4,46.72,0.610809326,1
4,47.21,0.611450195,1
4,47.97,0.615478516,1
4,48.72,0.61328125,1
4,49.23,0.613418579,1
4,49.72,0.614318848,1
4,50.23,0.614837646,1
4,50.74,0.615493774,1
4,51.23,0.61505127,1
4,51.74,0.615844727,1
4,52.24,0.616165161,1
4,52.72,0.61605835,1
4,53.24,0.617126465,1
4,53.73,0.617248535,1
4,54.25,0.617736816,1
4,54.75,0.617004395,1
4,55.25,0.617767334,1
4,55.76,0.617507935,1
4,56.25,0.618118286,1
4,56.75,0.618148804,1
4,57.26,0.619247437,1
4,57.76,0.619415283,1
4,58.25,0.621871948,1
4,58.75,0.621047974,1
4,59.27,0.62097168,1
4,59.77,0.62159729,1
4,60.27,0.621582031,1
4,60.77,0.621505737,1
4,61.27,0.621643066,1
4,61.78,0.622772217,1
4,62.27,0.622558594,1
4,62.77,0.622787476,1
4,63.27,0.623794556,1
4,63.77,0.622772217,1
4,64.27,0.623779297,1
4,64.75,0.622543335,1
4,65.29,0.623779297,1
4,65.81,0.623779297,1
4,66.31,0.624130249,1
4,66.79,0.624221802,1
4,67.3,0.624649048,1
4,67.8,0.624420166,1
4,68.3,0.624954224,1
4,68.82,0.62550354,1
4,69.31,0.624816895,1
4,69.82,0.624984741,1
4,70.3,0.626663208,1
4,70.81,0.625106812,1
4,71.32,0.625961304,1
4,71.8,0.626251221,1
4,72.32,0.627258301,1
4,72.81,0.627365112,1
4,73.33,0.626480103,1
4,73.82,0.627166748,1
4,74.33,0.627258301,1
4,74.84,0.627593994,1
4,75.34,0.628265381,1
4,75.84,0.626785278,1
4,76.35,0.628372192,1
4,76.82,0.627914429,1
4,77.35,0.628051758,1
4,77.84,0.627883911,1
4,78.36,0.62828064,1
4,78.85,0.628768921,1
4,79.36,0.628158569,1
4,79.83,0.627807617,1
4,80.36,0.628173828,1
4,80.86,0.628967285,1
4,81.37,0.629074097,1
4,81.87,0.628387451,1
4,82.38,0.628890991,1
4,82.87,0.628738403,1
4,83.38,0.629638672,1
4,83.87,0.629211426,1
4,84.38,0.629379272,1
4,84.88,0.629776001,1
4,85.38,0.630249023,1
4,85.89,0.630020142,1
4,86.39,0.630233765,1
4,86.89,0.630554199,1
4,87.39,0.6300354,1
4,87.89,0.630264282,1
4,88.39,0.631408691,1
4,88.85,0.630203247,1
4,89.39,0.631057739,1
4,89.89,0.630996704,1
4,90.4,0.62979126,1
4,90.91,0.630752563,1
4,91.39,0.630508423,1
4,91.91,0.631072998,1
4,92.41,0.631561279,1
4,92.91,0.63117981,1
4,93.41,0.631195068,1
4,93.91,0.630996704,1
4,94.41,0.632080078,1
4,94.91,0.631347656,1
4,95.41,0.631851196,1
5,4.79,0.824996948,1
5,5.59,0.822937012,1
5,5.98,0.823226929,1
5,6.5,0.823532104,1
5,7,0.824020386,1
5,7.51,0.824813843,1
5,8.02,0.825393677,1
5,8.52,0.825866699,1
5,9.02,0.825805664,1
5,9.52,0.827133179,1
5,10.02,0.826766968,1
5,10.53,0.827377319,1
5,11.03,0.827209473,1
5,11.53,0.828338623,1
5,12.03,0.827926636,1
5,12.54,0.828582764,1
5,13.05,0.828964233,1
5,13.55,0.829605103,1
5,14.05,0.830612183,1
5,14.56,0.831115723,1
5,15.06,0.830917358,1
5,15.57,0.83164978,1
5,16.07,0.832321167,1
5,16.56,0.832717896,1
5,17.07,0.832611084,1
5,17.57,0.833908081,1
5,18.07,0.834533691,1
5,18.57,0.834960938,1
5,19.09,0.836151123,1
5,19.58,0.837112427,1
5,20.09,0.838027954,1
5,20.64,0.839111328,1
5,21.12,0.839401245,1
5,21.62,0.840744019,1
5,22.12,0.842391968,1
5,22.62,0.843276978,1
5,23.12,0.844421387,1
5,23.61,0.845672607,1
5,24.11,0.846252441,1
5,24.61,0.847747803,1
5,25.11,0.850311279,1
5,25.6,0.851867676,1
5,26.11,0.85369873,1
5,26.64,0.855010986,1
5,27.19,0.856781006,1
5,27.69,0.858947754,1
5,28.19,0.862426758,1
5,28.71,0.863769531,1
5,29.19,0.865341187,1
5,29.69,0.868927002,1
5,30.19,0.871231079,1
5,30.69,0.872833252,1
5,31.19,0.874908447,1
5,31.69,0.878631592,1
5,32.18,0.880645752,1
5,32.68,0.883255005,1
5,33.16,0.886383057,1
5,33.66,0.889160156,1
5,34.16,0.892715454,1
5,34.67,0.895553589,1
5,35.16,0.898635864,1
5,35.68,0.901672363,1
5,36.17,0.906066895,1
5,36.69,0.90826416,1
5,37.18,0.911361694,1
5,37.69,0.91456604,1
5,38.19,0.917495728,1
5,38.7,0.919235229,1
5,39.2,0.922317505,1
5,39.7,0.926132202,1
5,40.2,0.927688599,1
5,40.7,0.93119812,1
5,41.2,0.932937622,1
5,41.71,0.935897827,1
5,42.2,0.938049316,1
5,42.71,0.939666748,1
5,43.21,0.942108154,1
5,43.72,0.942749023,1
5,44.22,0.945373535,1
5,44.71,0.946975708,1
5,45.22,0.949417114,1
5,45.72,0.949905396,1
5,46.23,0.950942993,1
5,46.74,0.952835083,1
5,47.22,0.953262329,1
5,47.96,0.957489014,1
5,48.72,0.955978394,1
5,49.24,0.958572388,1
5,49.73,0.959640503,1
5,50.23,0.959487915,1
5,50.74,0.960174561,1
5,51.24,0.960174561,1
5,51.74,0.961578369,1
5,52.24,0.962661743,1
5,52.73,0.961868286,1
5,53.25,0.964141846,1
5,53.73,0.965118408,1
5,54.25,0.964935303,1
5,54.75,0.963851929,1
5,55.25,0.965301514,1
5,55.76,0.964401245,1
5,56.25,0.967178345,1
5,56.75,0.965835571,1
5,57.27,0.966644287,1
5,57.76,0.967849731,1
5,58.26,0.967269897,1
5,58.76,0.967010498,1
5,59.27,0.969070435,1
5,59.77,0.968612671,1
5,60.27,0.969741821,1
5,60.77,0.969909668,1
5,61.28,0.969070435,1
5,61.77,0.970733643,1
5,62.28,0.97088623,1
5,62.77,0.971954346,1
5,63.27,0.972015381,1
5,63.77,0.971801758,1
5,64.27,0.9737854,1
5,64.76,0.970596313,1
5,65.29,0.971923828,1
5,65.81,0.971603394,1
5,66.3,0.971572876,1
5,66.8,0.972122192,1
5,67.3,0.97354126,1
5,67.8,0.972991943,1
5,68.31,0.972610474,1
5,68.82,0.973632813,1
5,69.31,0.973800659,1
5,69.82,0.973342896,1
5,70.32,0.974899292,1
5,70.81,0.975265503,1
5,71.33,0.973876953,1
5,71.81,0.975097656,1
5,72.34,0.976425171,1
5,72.82,0.974380493,1
5,73.33,0.975616455,1
5,73.81,0.976715088,1
5,74.33,0.975830078,1
5,74.84,0.975524902,1
5,75.34,0.975448608,1
5,75.84,0.976318359,1
5,76.35,0.979049683,1
5,76.82,0.977050781,1
5,77.35,0.976516724,1
5,77.85,0.977539063,1
5,78.36,0.976745605,1
5,78.85,0.977371216,1
5,79.37,0.977828979,1
5,79.84,0.978118896,1
5,80.36,0.977981567,1
5,80.87,0.978927612,1
5,81.37,0.978286743,1
5,81.87,0.979110718,1
5,82.37,0.979064941,1
5,82.87,0.978637695,1
5,83.38,0.978820801,1
5,83.88,0.978988647,1
5,84.39,0.979507446,1
5,84.88,0.979675293,1
5,85.39,0.980331421,1
5,85.89,0.980407715,1
5,86.39,0.979415894,1
5,86.89,0.979995728,1
5,87.39,0.980331421,1
5,87.88,0.980606079,1
5,88.39,0.981338501,1
5,88.86,0.980636597,1
5,89.4,0.980682373,1
5,89.89,0.981033325,1
5,90.4,0.980773926,1
5,90.9,0.981704712,1
5,91.39,0.981628418,1
5,91.91,0.981918335,1
5,92.42,0.982009888,1
5,92.91,0.9818573,1
5,93.41,0.981414795,1
5,93.92,0.982025146,1
5,94.42,0.982620239,1
5,94.92,0.98274231,1
5,95.42,0.98236084,1
6,4.79,0.680496216,0.5
6,5.59,0.680511475,0.5
6,5.98,0.681488037,0.5
6,6.5,0.68182373,0.5
6,7.01,0.681411743,0.5
6,7.51,0.681732178,0.5
6,8.02,0.681991577,0.5
6,8.53,0.682479858,0.5
6,9.03,0.683563232,0.5
6,9.53,0.683456421,0.5
6,10.03,0.684936523,0.5
6,10.53,0.684799194,0.5
6,11.03,0.685028076,0.5
6,11.54,0.684967041,0.5
6,12.04,0.685668945,0.5
6,12.54,0.68536377,0.5
6,13.05,0.685897827,0.5
6,13.55,0.686630249,0.5
6,14.05,0.686981201,0.5
6,14.56,0.687347412,0.5
6,15.06,0.688415527,0.5
6,15.57,0.689590454,0.5
6,16.06,0.689819336,0.5
6,16.57,0.689666748,0.5
6,17.07,0.690658569,0.5
6,17.57,0.69090271,0.5
6,18.07,0.691772461,0.5
6,18.58,0.692047119,0.5
6,19.08,0.692169189,0.5
6,19.58,0.693145752,0.5
6,20.09,0.694717407,0.5
6,20.64,0.695404053,0.5
6,21.11,0.695831299,0.5
6,21.62,0.696685791,0.5
6,22.12,0.698532104,0.5
6,22.63,0.69859314,0.5
6,23.12,0.700119019,0.5
6,23.62,0.700942993,0.5
6,24.12,0.701309204,0.5
6,24.62,0.702575684,0.5
6,25.11,0.704101563,0.5
6,25.61,0.705230713,0.5
6,26.12,0.707229614,0.5
6,26.65,0.707946777,0.5
6,27.19,0.709915161,0.5
6,27.7,0.710906982,0.5
6,28.19,0.712478638,0.5
6,28.7,0.714202881,0.5
6,29.19,0.716339111,0.5
6,29.7,0.718261719,0.5
6,30.19,0.719985962,0.5
6,30.69,0.722106934,0.5
6,31.19,0.723693848,0.5
6,31.69,0.726028442,0.5
6,32.18,0.72744751,0.5
6,32.68,0.730209351,0.5
6,33.17,0.731948853,0.5
6,33.66,0.734176636,0.5
6,34.17,0.736907959,0.5
6,34.67,0.739212036,0.5
6,35.17,0.741638184,0.5
6,35.69,0.744018555,0.5
6,36.17,0.747161865,0.5
6,36.69,0.75,0.5
6,37.18,0.752670288,0.5
6,37.69,0.755569458,0.5
6,38.19,0.758270264,0.5
6,38.7,0.761047363,0.5
6,39.2,0.763580322,0.5
6,39.7,0.765914917,0.5
6,40.21,0.768615723,0.5
6,40.7,0.771499634,0.5
6,41.2,0.773590088,0.5
6,41.71,0.775970459,0.5
6,42.21,0.777618408,0.5
6,42.71,0.78012085,0.5
6,43.22,0.782196045,0.5
6,43.72,0.783752441,0.5
6,44.22,0.786010742,0.5
6,44.71,0.787414551,0.5
6,45.23,0.789550781,0.5
